SentenceId,View,Opinion
118467,宝马,neu
118468,君威,neu
118469,一汽丰田,neu
118470,迈锐宝,neu
118471,奥迪,neu
118472,奥迪,neu
118472,a6l,neu
118473,奥迪urban,neu
118474,奥迪,neu
118474,a4,neu
118475,林肯,neu
118476,飞度,neu
118477,mini,pos
118478,吉利博越,neu
118478,哈弗h6,neu
118478,荣威rx5,neu
118479,雷克萨斯,pos
118480,大众polo,neg
118481,福特,neu
118481,福特edge,neu
118482,观致3gt,neu
118482,观致3,neu
118483,长安福特,neu
118483,福特翼虎,neu
118484,兰博基尼,neu
118485,北京奔驰,neu
118485,gla,neu
118486,q5,neu
118486,福特,neu
118486,蒙迪欧,neu
118487,沃尔沃,pos
118488,沃尔沃,pos
118489,福睿斯,neu
118490,奇骏,neu
118491,卡罗拉,neu
118491,捷达,neu
118492,逍客,neu
118492,天籁,neu
118492,奇骏,neu
118492,瑞虎53,neu
118492,轩逸阳光,neu
118492,通用日产,neu
118493,奔驰,neu
118493,斯柯达,neu
118494,大众,neu
118496,凯迪拉克,neu
118497,yeti,pos
118498,帝豪,neg
118499,一汽森雅,pos
118500,宝马x5x6,neu
118501,广汽传祺,neu
118502,欧蓝德,neu
118502,广汽三菱,neu
118502,劲炫,neu
118503,长安,neu
118504,昂科威,neu
118505,一汽丰田rav4荣放,neu
118506,英朗,neu
118507,别克,neu
118508,凯美瑞,pos
118509,迈腾,pos
118510,悦翔v7,neu
118510,长安,neu
118511,长安,neu
118511,福特,neu
118512,奇瑞,neu
118512,凯翼x3,neu
118512,虎3,pos
118513,皇冠,neu
118514,东风本田,neu
118515,途观,neu
118516,天籁,pos
118517,大众,neu
118517,朗逸,neu
118518,起亚,neu
118519,宝骏560,pos
118519,哈弗h6,neu
118520,凯越,neu
118521,骐达,neu
118523,现代ix35,neu
118524,梅赛德斯-奔驰e级,pos
118525,林肯,neu
118526,大众,neu
118526,雪佛兰,neu
118526,菲亚特,neu
118526,现代,neu
118526,丰田,neu
118526,福特,neu
118527,飞度,neu
118528,丰田雷凌,neu
118529,哈弗,pos
118530,上海大众,pos
118530,大众,pos
118531,宝马,neu
118531,奥迪,neu
118532,哈弗h6,pos
118533,别克君威,neu
118534,速派combi,neu
118534,斯柯达速尊,neu
118534,斯柯达,neu
118536,明锐,pos
118537,大众,pos
118538,逸动,pos
118539,传祺gs4,pos
118540,Polo,pos
118541,福睿斯,neu
118542,广汽传祺gs4,neu
118543,众泰t600,pos
118544,福克斯,neu
118545,威朗,neu
118545,c4l,neu
118546,一汽丰田,neu
118546,vios威驰,neu
118547,昂科威,pos
118548,福特,neg
118549,奥迪a4l,neu
118550,吉利博越,neu
118550,哈弗h6,neu
118550,长安cs75,neu
118551,别克,neu
118552,长安福特,neu
118553,330,pos
118553,速派,pos
118555,高尔夫7,neu
118556,大众新途观,neu
118556,斯柯达,neu
118557,卡罗拉,neg
118558,风云2,pos
118558,宝骏,pos
118559,丰田威驰,neu
118560,五菱之光,neu
118561,长安,neu
118562,别克英朗,neu
118562,高尔夫,neu
118563,rav4,neu
118564,宝马,neu
118565,轩逸,pos
118565,昂克赛拉,pos
118566,途观,pos
118567,本田,neu
118568,长安欧尚,neu
118569,福特,neu
118571,飞度,neu
118572,宝马,neu
118573,宝马,neu
118573,奔驰,neu
118574,大众,neu
118574,途安,neu
118575,速派,pos
118576,雷克萨斯,neu
118576,雷克萨斯lx570,neu
118577,上汽通用五菱,pos
118577,宝骏310,pos
118578,克莱斯勒jeep,neu
118579,布加迪chiron,neu
118579,大众,neu
118579,布加迪,neu
118580,别克,neu
118581,沃尔沃,neu
118582,金牛座,neu
118583,普拉多,neu
118584,速派,neu
118585,昂科威,neu
118585,通用,neu
118586,广汽传祺,neu
118586,广汽,neu
118587,东风标致,neu
118587,上汽通用,neu
118587,长安铃木,neu
118587,通用雪佛兰,neu
118587,通用别克,neu
118587,现代,neu
118587,北汽绅宝,neu
118587,北京现代,neu
118587,凯迪拉克,neu
118587,长安汽车,neu
118587,北汽福田,neu
118587,长安福特,neu
118588,长安cs75,neu
118589,途乐,neu
118589,帕杰罗,neu
118589,陆巡,neu
118590,本田,neu
118591,奥迪,neu
118592,明锐,neu
118593,大众,neu
118594,雷凌,pos
118595,奥迪q3,neu
118596,雪铁龙c3,neu
118597,索纳塔,neu
118599,途观,neu
118600,凯美瑞,pos
118601,宝马,neu
118602,逍客,neu
118603,法拉利,neu
118605,宝马320,neu
118606,现代瑞纳,neu
118607,帕萨特,neu
118608,飞度,neu
118609,科鲁兹,pos
118610,奔腾b50,pos
118611,国产途观,neu
118611,途观,neu
118612,天籁,pos
118612,凯美瑞,pos
118613,梅赛德斯-奔驰,neu
118614,奥迪,neu
118614,奥迪a4l,neu
118615,大众,neu
118616,东风雪铁龙C4世嘉,pos
118617,mazda3axela昂克赛拉,pos
118618,森雅,neg
118619,梅赛德斯-奔驰g级,pos
118620,朗动,pos
118621,奥德赛,neu
118621,艾力绅,neu
118622,宝马,pos
118622,vision100,pos
118623,杰德,neu
118624,jeep自由光,pos
118625,丰田,neu
118627,菲亚特,neu
118627,m20,neu
118628,东风a9,neu
118628,标致雪铁龙,neu
118629,英朗,neu
118630,逍客,neu
118630,xr-v,neu
118631,奥迪q5,neu
118632,福克斯,neu
118633,宝来,neu
118634,凯越,neu
118635,斯柯达yeti,neu
118636,东风标致,neu
118637,东风日产西玛,neu
118637,西玛,neu
118638,轩逸,neu
118639,科鲁兹,neu
118640,别克威朗,neu
118640,君越,pos
118640,大众速腾,neu
118640,cc,neu
118640,迈腾,pos
118640,帕萨特,pos
118640,雪铁龙c4l,neu
118641,凌渡,pos
118642,昂克赛拉,pos
118643,捷达,neu
118644,长安福特,neu
118645,福克斯,neu
118645,福特,neu
118646,宝马,neu
118646,f800r,neu
118646,f800gs,neu
118648,梅赛德斯-奔驰,neu
118649,凯越,pos
118649,别克凯越HRV,pos
118650,大众,pos
118651,东风日产,neu
118652,大众,neu
118652,甲壳虫,neu
118653,A7,neg
118654,宝马335i,neu
118655,阿特兹,neu
118655,昂科塞拉,neu
118655,cx5,neu
118655,ssss,neu
118656,一汽马自达,pos
118657,奔驰glc,neu
118657,保时捷,neu
118658,长安,neu
118658,东风本田,neu
118659,劳斯莱斯,neu
118660,轩逸,neu
118661,宝马,pos
118662,国产途观,pos
118663,哈弗,neu
118664,cs75,neu
118664,长安,neu
118665,北汽EV200,neu
118665,荣威E50,neu
118665,腾势,neu
118665,长安逸动EV,neu
118665,比亚迪E6,neu
118665,吉利帝豪EV,neu
118665,江淮iEV5,neu
118665,江淮iEV4,neu
118665,启辰晨风,neu
118666,捷达,neu
118667,蓝鸟,neu
118668,福克斯,neu
118668,速腾,neu
118669,宝马m4,neu
118670,长安欧尚,neu
118670,长安cx70,neu
118671,五菱宝骏,neu
118672,速腾,neu
118673,308,pos
118673,标致,neu
118674,别克,neu
118675,5系activehybrid,neu
118675,3系activehybrid,neu
118675,宝马activee,neu
118676,雪佛兰赛欧,neu
118677,昕动,neu
118677,浩纳,neu
118678,科鲁兹,neu
118679,奥迪,neu
118679,宝来,neu
118679,捷达,neu
118679,凯越,neu
118679,福克斯,neu
118680,大众,neu
118681,途观,neu
118681,上海大众,neu
118682,帕拉梅拉,neu
118682,路虎揽胜,neu
118683,长安,neu
118684,福特,neu
118685,大切诺基,pos
118686,丰田花冠,pos
118687,上汽大众斯柯达,neu
118687,斯柯达,neu
118688,宝来,neg
118689,宝骏730,neu
118690,丰田,neu
118691,马自达,neu
118691,福睿斯,neu
118691,马丁,neu
118692,哈弗,neu
118692,比亚迪,neu
118692,众泰,neu
118693,q3,pos
118693,众泰,neu
118694,比亚迪,neu
118695,西雅特,neu
118696,凌渡,neu
118697,汉兰达,pos
118698,锐界,neu
118698,汉兰达,neu
118699,雪铁龙,neu
118700,明锐,neu
118701,金牛,neu
118701,迈腾,neu
118701,皇冠,neu
118702,cr-v,pos
118702,东风本田,pos
118702,xr-v,pos
118703,奥迪q7,neu
118705,广汽菲亚特,neu
118706,本田飞度,neu
118707,雷凌,pos
118707,领动,pos
118707,英朗,pos
118707,速腾,pos
118708,锐界,neu
118708,汉兰达,neu
118710,菲翔,pos
118711,宝马,neu
118711,宝马z4,pos
118712,gt,neu
118712,宾利,neu
118713,东风雪铁龙c6,neu
118714,荣放,neu
118714,rav4,neu
118715,高尔夫,neu
118716,一汽丰田锐志,neu
118716,q7,neu
118716,江铃陆风x8,neu
118716,一汽丰田皇冠,neu
118716,大众途锐,neu
118716,奥迪,neu
118717,东风标致308,neu
118718,广汽,neu
118718,广汽本田,neu
118719,本田,pos
118720,宝马,neu
118720,7系,neu
118720,5系,neu
118721,广汽本田,neu
118721,冠道,neu
118722,蓝鸟,pos
118723,红旗,neu
118724,大众,neu
118724,雪铁龙,neu
118725,朗逸,neg
118726,别克,neu
118727,雷克萨斯eses350,neu
118728,汉兰达,pos
118729,东风标致308s,neg
118730,传祺ga3s,neu
118731,斯柯达,pos
118732,日产逍客,pos
118732,xrv,pos
118735,saningxiaode,neu
118735,英朗,neu
118736,长安,neu
118737,奥迪a4l,neu
118738,起亚k4,neu
118738,现代朗动,neu
118739,途观,pos
118740,江淮,neu
118741,迈腾,neu
118742,奥迪,neu
118742,s600,neu
118743,Tiguan,neu
118743,大众,neu
118744,雷克萨斯,neu
118745,捷达,neu
118746,rav4,pos
118747,卡罗拉,neu
118747,雷凌,pos
118748,奇骏,neu
118749,海马s5,pos
118750,梅赛德斯-奔驰,neu
118750,gla45amg,neu
118751,江淮s3,neu
118751,s3,neu
118752,柯尼塞格,neu
118752,皇冠,neu
118752,尼桑350z,neu
118752,道奇蝰蛇,neu
118752,福特金牛座,neu
118753,现代,pos
118753,途胜,pos
118753,ix35,pos
118754,思域,pos
118754,大众,neu
118755,凯越,neu
118756,东风日产,neu
118757,蒙迪欧致胜,neu
118758,雷诺卡缤,neu
118759,rav4荣放,pos
118759,皇冠,pos
118761,长安福特,neu
118763,英菲尼迪,neu
118763,英菲尼迪QX60,neu
118765,宝骏560,pos
118766,凯美瑞,neu
118766,丰田凯美瑞,neu
118768,起亚,neu
118769,本田,pos
118769,冠道,pos
118770,哈佛,neu
118770,奇瑞,neu
118770,五菱宝骏,neu
118770,传祺,neu
118771,福特撼路者,neu
118772,卡缤,pos
118774,雷克萨斯rx,neu
118775,雷克萨斯rx,neu
118775,路虎发现神行,neu
118776,明锐,pos
118777,缤智,neu
118777,奥德赛,neu
118777,xrv,neu
118777,飞度,neu
118778,东风日产,neu
118778,长城,neu
118778,上海大众,neu
118778,别克,neu
118778,东风裕隆,neu
118778,哈飞,neu
118779,广汽传祺,neu
118780,福特,neu
118780,大众,neu
118780,通用,neu
118781,帕萨特,neu
118782,别克,neu
118783,宝马,neu
118784,途观,neu
118785,途观,pos
118785,大众,pos
118786,宝马,neu
118789,北京现代瑞纳,neu
118790,宝骏630,neu
118790,别克凯越,neu
118790,上汽通用,neu
118790,凯越,neu
118791,宝骏730,neu
118791,本田shuttle,neu
118792,翼虎,neu
118793,福特,neu
118794,途安L,pos
118795,红旗,neu
118796,长安,pos
118796,cs75,pos
118797,福克斯,neu
118798,丰田霸道,neu
118798,vx-r5,neu
118799,和悦,neu
118800,捷豹,neu
118800,c-x17,neu
118801,逍客,neu
118802,现代,neu
118803,奥迪q5,neu
118803,宝马x1,neu
118805,雷克萨斯,neu
118806,朗逸,pos
118807,日产,neu
118807,逍客,neu
118808,丰田,neu
118808,斯巴鲁,neu
118809,飞度,neu
118811,RAV4,pos
118812,大众,neu
118812,雷诺,neu
118812,奔驰,neu
118812,宝马,neu
118812,通用,neu
118812,psa,neu
118812,沃尔沃,neu
118813,科鲁兹,neu
118814,比亚迪m6,neu
118814,比亚迪,neu
118815,林肯,neu
118816,高尔夫嘉旅,neu
118817,Polo,neu
118818,东风悦达起亚,neu
118819,北京奔驰c350el,neu
118820,福睿斯,neu
118820,科沃兹,neu
118821,大众,neu
118822,昂克赛拉,neu
118823,大众,neu
118823,起亚,neu
118823,现代,neu
118823,通用,neu
118823,西雅特,neu
118823,福特,neu
118823,斯柯达,neu
118824,rav4荣放,pos
118825,炫酷,pos
118826,东风日产,neu
118826,轩逸,pos
118827,凯越,pos
118828,双环,pos
118829,长安,neu
118830,奔腾小3,neu
118832,速派,neu
118832,速派330,neu
118832,索纳塔九,neu
118832,现代名图,neu
118832,马自达cx-4,neu
118832,迈腾,neu
118832,途胜,neu
118832,阿特兹,neu
118832,斯柯达,neu
118833,广汽丰田,neu
118834,比亚迪,neu
118835,蓝鸟,neu
118836,哈弗,pos
118837,梅赛德斯-奔驰,neu
118837,奔驰,neu
118838,glc,neu
118838,北京奔驰,neu
118838,glk,neu
118839,长安铃木,neu
118840,哈弗h5,pos
118841,福克斯,neu
118842,传祺gs4,neu
118842,哈弗h6,neu
118842,猎豹cs10,neu
118843,高尔夫7,neu
118844,桑塔纳,pos
118845,帕萨特,neu
118845,a6,neu
118846,宝骏560,pos
118848,宝马320,neu
118850,一汽丰田,neu
118850,现代,pos
118850,皇冠,pos
118851,翼虎,neu
118852,宝马,neu
118852,奔驰,neg
118853,长安,neu
118854,英菲尼迪,pos
118855,福特,pos
118856,奔驰s级,pos
118857,长安,neu
118858,广汽丰田汉兰达,neg
118859,广汽丰田雷凌,neu
118860,奥迪a4la6l,neu
118861,长安,pos
118862,奥迪a3,neu
118863,长安,neu
118864,轩逸,neu
118864,雷凌,neu
118865,傲虎,pos
118866,朗逸,neu
118866,途安,neu
118866,polo,neu
118866,帕萨特,neu
118866,途观,neu
118866,桑塔纳,neu
118867,卡罗拉,neu
118867,思域昂克赛拉,neu
118869,斯柯达,neu
118870,林荫大道,pos
118871,迈腾,neu
118872,马自达,neg
118873,大众桑塔纳,neu
118874,保时捷,pos
118874,panamera,pos
118875,潍柴亚星,neu
118875,上海大众,neu
118875,江淮,neu
118876,宝骏,neu
118877,斯柯达,neg
118878,宝马,pos
118879,一汽-大众,neu
118879,宝来,neu
118880,昕锐,pos
118880,斯柯达,pos
118881,丰田,neu
118881,雅力士,neu
118882,海马,neu
118883,奔驰c级,neu
118884,迈腾,neu
118884,高尔夫,neu
118885,卡罗拉,neu
118885,斯柯达,neu
118886,雅阁,neu
118887,广汽传祺,neu
118888,雪铁龙cxperience雪铁龙cxperience,neu
118889,altezza,pos
118889,雷克萨斯,neu
118890,s3,pos
118890,瑞风s3,pos
118891,上汽大众,neu
118892,福克斯,neu
118893,雪铁龙,neu
118894,迈锐宝,neu
118895,宝马,neu
118896,骐达,neu
118897,东风日产,neu
118898,大众捷达,neu
118899,东风标致,neu
118900,雷诺,neu
118900,日产,neu
118900,日产逍客,pos
118900,科雷嘉,pos
118901,东风雪铁龙a1,neu
118902,途观,neu
118903,陆风,neg
118903,路虎,neg
118904,比亚迪f0,neu
118905,哈弗m2,neu
118906,gl8,neu
118906,别克,neu
118907,奥迪,neg
118908,辉昂,neu
118909,哈弗h7,pos
118910,路虎,neu
118911,兰博基尼兰博基尼,neu
118912,斯柯达昕锐,neu
118913,别克君越,neu
118915,POLO,neu
118915,飞度,neu
118916,迈腾,pos
118917,广汽传祺,neu
118917,华晨,neu
118917,长城,neu
118917,长安,neu
118917,名爵,neu
118917,比亚迪,neu
118917,东风风神,neu
118917,东南,neu
118917,荣威,neu
118917,一汽奔腾,neu
118918,斯柯达明锐rs4x4,neu
118919,迈腾,pos
118921,奥迪a3limousine,neu
118921,奥迪a4,neu
118921,a4l,neu
118923,f35,neu
118923,宝马3系,neu
118924,斯巴鲁森林人,neu
118925,东南DX7,neg
118926,讴歌,neu
118928,梅赛德斯-奔驰s级,neu
118929,福特,neu
118930,逍客,neu
118931,大众,neu
118932,奥迪a4l,pos
118933,福特,neu
118933,通用,neu
118934,途观,pos
118935,汉兰达,pos
118936,丰田,neu
118936,威驰,neu
118937,宝马,neg
118938,丰田,neu
118938,本田,neu
118938,三菱,neu
118938,福特,neu
118939,奥迪,neu
118939,大众,neu
118939,大众奥迪,neu
118939,vas6,neu
118940,卡罗拉,neg
118941,桑塔纳,pos
118942,飞度,pos
118943,普拉多,neu
118943,丰田86,neu
118943,普瑞维亚,neu
118944,江淮,neu
118945,宝马,neu
118946,昂科威,neu
118946,昂科拉,neu
118947,s3,pos
118947,幻速s3l,pos
118948,名图,pos
118949,别克,neu
118950,Polo,pos
118951,帕萨特,neu
118952,一汽,neu
118952,奔腾x80,pos
118953,东风日产,neu
118955,晶锐,pos
118956,科鲁兹,neg
118958,马自达,neu
118958,名图,neu
118959,东风日产,neu
118959,天籁,neu
118960,英菲尼迪,neu
118960,奔驰,neu
118961,大众迈腾,neu
118961,迈腾,neu
118962,威驰,neu
118963,东风日产,neu
118964,雷凌,pos
118965,保时捷卡宴,pos
118966,哈弗h6,pos
118968,江淮,neu
118969,马自达,neu
118970,长城,neu
118971,福特,pos
118972,梅赛德斯-奔驰,neu
118973,丰田,pos
118974,力帆,pos
118975,长安cs75,neu
118976,北京现代,neu
118976,悦纳,neu
118977,高尔夫,neu
118978,宝马,neu
118979,广汽本田,neu
118980,奥迪,neu
118981,广汽丰田,neu
118982,宝马,pos
118983,广汽传祺,pos
118983,GS8,pos
118984,北京奔驰e300,neu
118985,莱尔斯丹lamborghini,neu
118985,兰博基尼,neu
118985,kenzolacoste,neu
118986,本田,neu
118986,大众,neu
118986,雅阁,neu
118987,MG,neg
118988,起亚k4,neu
118989,宝来,neu
118990,标致,pos
118991,轩逸,neu
118992,威驰,neu
118992,卡罗拉,neu
118993,雅阁,neu
118994,宝马5系gt,neu
118994,5系,neu
118995,迈腾,neu
118996,梅赛德斯-奔驰,neu
118997,揽胜,pos
118998,克莱斯勒,neu
118998,菲亚特,neu
118999,本田,neu
119000,英菲尼迪,neu
119001,迈锐宝,neu
119003,逸动,pos
119004,速腾,neu
119005,瑞纳,neu
119006,途观,neg
119007,北汽威旺,neu
119008,科迈罗,neu
119009,宝骏730,pos
119010,宝马,neu
119010,奥迪,neu
119010,戴姆勒,neu
119011,千里马,neu
119012,长安,pos
119012,长安cs75,pos
119012,长安cs35,pos
119013,科鲁兹,neu
119013,通用,neu
119014,雷凌,neu
119015,凯迪拉克,neu
119015,CT6,neu
119016,奔驰b级,neu
119017,途安l,neu
119018,比亚迪f3,pos
119019,天籁,neu
119019,奥迪a4l,neu
119019,凯美瑞,neu
119019,迈腾,neu
119019,雅阁,neu
119019,帕萨特,neu
119020,广汽传祺,neu
119021,梅赛德斯-奔驰gle,pos
119022,K5,pos
119023,东风标致206,neu
119024,明锐,pos
119025,雅阁,neu
119026,科鲁兹,pos
119026,福睿斯,pos
119026,爱丽舍,pos
119027,凯美瑞,pos
119028,奥迪q7,neu
119029,大众,pos
119030,奥迪,neu
119030,奥迪a4,neu
119030,a5sportback,neu
119031,大众,neu
119032,路虎揽胜,neu
119033,卡罗拉,pos
119033,奇瑞,pos
119033,艾瑞泽5,pos
119034,宝马5系,pos
119035,东风标致,neu
119036,阿特兹,neu
119036,cx-4,neu
119036,马自达,neu
119036,通用,neu
119036,cx-5,neu
119037,奥迪,neu
119038,斯柯达Yeti,pos
119039,宝马,neu
119040,gti,neu
119040,高尔夫6,neu
119041,卡罗拉,neu
119042,凯越,neg
119043,长安,neu
119044,蒙迪欧,neu
119045,福特f350,neu
119045,乔治巴顿,neu
119045,f350,neu
119046,雅力士,neu
119047,宝马,neu
119047,奔驰,neu
119048,法拉利,neu
119049,奥迪r8,neu
119049,五菱宏光,neu
119050,五菱小卡,neu
119051,宝马,neu
119053,英朗,neu
119054,高尔夫6,neu
119054,哈佛5,neu
119055,雪弗兰,neu
119056,途观,pos
119057,阿特兹,neg
119058,梅赛德斯-奔驰,neu
119059,保时捷,neu
119060,瑞风s3,neu
119061,斯巴鲁,neg
119062,五菱之光,neu
119063,丰田,neu
119063,丰田卡罗拉,neu
119063,普拉多,neu
119063,rav4,neu
119064,广汽传祺,neu
119065,皇冠,pos
119066,奥迪tt,neu
119067,福特mustang,neu
119069,法拉利,pos
119070,斯柯达,neu
119071,昂科威,neu
119071,自由光,neu
119072,福特,pos
119073,比亚迪,neg
119074,奥迪a4l,neu
119075,奥迪,pos
119076,雷凌,neg
119077,君越,pos
119078,途观,neg
119079,威驰,pos
119080,别克英朗,neu
119081,翼虎,neu
119082,胜达,neu
119082,捷达,pos
119082,迈腾,pos
119083,途观,pos
119084,保时捷卡宴,neu
119085,奔腾,neu
119086,丰田,neu
119086,奥迪,neu
119086,大众,neu
119087,沃尔沃,pos
119087,xc60,neu
119088,宝马,neu
119088,奔驰,neu
119089,奥迪,neu
119089,林肯,neu
119091,宝马,neu
119092,奔驰,pos
119092,雷克萨斯,pos
119093,CDX,neu
119093,奥迪Q3,neu
119093,讴歌,neu
119093,宝马X1,neu
119094,通用欧宝,neg
119095,smart,neu
119096,奥迪q7,neu
119097,大众,neu
119098,东风,neu
119098,红旗,neu
119099,凌渡,pos
119100,卡罗拉,neu
119101,高尔夫,neu
119102,林肯,neu
119103,蒙迪欧,neu
119104,宝马,neu
119104,捷豹路虎,neu
119104,戴姆勒,neu
119105,ats,neu
119105,凯迪拉克ats,neu
119106,长安,neu
119107,长安,neu
119108,林肯,neu
119109,大众,pos
119110,卡罗拉,neu
119111,哈弗,neu
119111,h6coupe,neu
119112,甲壳虫,pos
119112,大众甲壳虫,pos
119113,北汽幻速s3l,neu
119114,梅赛德斯-奔驰,pos
119115,长安cs75,neu
119116,奥迪,neu
119117,广汽本田,neu
119118,现代,neu
119119,江淮瑞风s3,neu
119120,凯美瑞,neu
119121,科鲁兹,pos
119122,标致2008,neu
119123,胜达,neu
119125,东风,neu
119126,凯越,neu
119127,c3-xr,neu
119127,帝豪gs,pos
119128,野马,neu
119129,丰田,neu
119129,汉兰达,neu
119130,大众,pos
119131,速腾,pos
119132,众泰T700,neu
119133,科鲁兹,neu
119134,昂科威,neu
119136,捷达,neu
119137,梅赛德斯奔驰amgc43,neu
119138,迈腾,neu
119139,广汽传祺,neu
119139,GS8,neu
119139,GA8,neu
119139,GM8,neu
119140,宝骏730,pos
119140,五菱宏光,pos
119141,凯迪拉克,neu
119141,路虎,neu
119142,凯迪拉克,neu
119143,逍客,neu
119143,雷诺科雷嘉,neu
119144,蓝鸟,neu
119145,宝马,pos
119146,红旗,neu
119148,现代,neu
119149,宝马,neu
119150,朗逸,pos
119151,东风日产逍客,neu
119152,日产天籁,neu
119152,t35cb7,neu
119153,江铃,neu
119154,广汽丰田,neu
119155,途安L,pos
119156,英朗,neu
119157,宝马,neu
119158,瑞风s3,neu
119159,宝马,neu
119160,英朗,neu
119161,宝马5系,neu
119161,奥迪a6,neu
119162,途观,pos
119163,奥迪r8,neu
119164,丰田雅力士,neu
119165,威朗,neu
119166,速腾,neu
119167,尚酷,pos
119167,大众,pos
119167,Polo,pos
119168,帕萨特,neu
119168,宝马320Li,neu
119169,gs8,pos
119169,广汽传祺,neu
119169,传祺,neu
119170,朗逸,neg
119171,奔奔,pos
119172,宝马,neu
119173,高尔夫mk7gti,neu
119174,雅阁,neu
119174,冠道,neu
119175,奇骏,neu
119176,逍客,neu
119177,昂科拉,pos
119178,宝来,neg
119179,宝马740,neu
119180,传祺gs4,neu
119181,五菱,neu
119182,北汽幻速s6cvt,pos
119182,北汽幻速s6,pos
119183,奔驰,neu
119183,普桑,neu
119184,威朗gs,pos
119184,昂科雷,pos
119184,别克,pos
119186,卡罗拉,neu
119187,大众途观,neu
119189,i8,neu
119189,宝马i3,pos
119189,i3,neu
119190,长安,neu
119191,揽胜,neu
119192,梅赛德斯-奔驰,neu
119193,大众辉腾,neu
119193,东风a9,neu
119193,奥迪a8l,neu
119194,东风日产,neu
119194,启辰,neu
119196,北京现代领动,neu
119197,奥迪a8l,neu
119198,大众,neu
119198,朗逸,neu
119201,哈弗h2,pos
119203,长安,neu
119204,威朗,neu
119204,大众凌渡,neu
119204,别克,neu
119204,别克威朗,neu
119205,东风日产,neu
119206,长安,neu
119207,宝马,neu
119208,3008,neu
119209,atsl,neu
119209,君越,neu
119211,保时捷,neu
119211,别克,neu
119211,别克avenir,neu
119212,帕萨特,pos
119213,普锐斯,neu
119213,雷克萨斯ct200h,neu
119214,c-trek,neu
119214,一汽-大众,neu
119214,宝来,neu
119215,奥迪,neg
119216,宝马8系,neu
119217,凯迪拉克,neu
119217,凯迪拉克ats-l,neu
119217,ats-l,neu
119219,途观,pos
119219,上汽大众,pos
119221,沃尔沃,neg
119222,s3,pos
119222,江淮,neu
119222,s5,pos
119223,福克斯,pos
119223,福睿斯,pos
119224,传祺ga6,pos
119225,奥迪a6,neu
119226,福特锐界,neu
119226,丰田汉兰达,neu
119226,三菱欧蓝德,neu
119227,奇骏,neu
119228,朗动,pos
119229,宝来,neg
119229,英朗,neu
119230,众泰z700,pos
119231,北京现代,neu
119231,北京现代领动,neu
119232,辉昂,pos
119232,大众,pos
119233,宝马,neu
119233,m3li,neu
119233,m3,neu
119234,奥迪q3,neu
119235,大众,neu
119236,悦动,pos
119237,哈弗h2,pos
119238,卡罗拉,neu
119239,北汽幻速s3l,neu
119240,奥迪,neu
119240,q5,pos
119241,索纳塔九,neu
119241,索纳塔,neu
119241,现代索纳塔九,neu
119242,帕萨特,neu
119242,高尔夫捷达,neu
119242,途安速腾,neu
119242,宝来,neu
119242,甲壳虫,neu
119243,广本飞度,neg
119244,天籁,neu
119244,雅阁,neu
119245,速腾,neg
119247,飞度,neu
119247,锋范,neu
119247,缤智,neu
119247,广汽本田,neu
119248,雪铁龙世嘉,neu
119248,标致308,neu
119248,308,neu
119248,世嘉,neu
119249,帕萨特,pos
119249,途观,pos
119249,大众,neu
119250,朗行,pos
119251,汉兰达,neu
119252,斯柯达昕动,neu
119253,桑塔拉,pos
119253,捷达,neu
119255,胜达,neu
119256,朗动,neu
119257,奥德赛,pos
119258,宝马5系,neu
119258,奔驰,neu
119258,奥迪a6,neu
119259,吉普车,neu
119260,梅赛德斯-奔驰,neu
119261,smart,neu
119262,本田,neu
119262,思域,neu
119263,哈弗,neu
119264,昂科威,pos
119265,奥迪,neu
119266,ds,neu
119267,速腾,neg
119268,逍客,neu
119269,大众,neu
119270,轩逸,neu
119271,梅赛德斯-奔驰gle,pos
119272,明锐,neu
119273,宝马,neu
119274,雷克萨斯,neu
119275,大宇,neu
119275,欧宝,neu
119275,通用,neu
119276,卡罗拉,pos
119277,蓝鸟,neu
119278,大众,neu
119279,宝马m4,neu
119280,gl8,neu
119280,别克,neu
119281,布加迪,neu
119282,一汽马自达,neu
119283,威驰,neu
119284,起亚,neu
119284,速派,neu
119284,迈锐宝,neu
119284,现代,neu
119284,k5,neu
119284,蒙迪欧,pos
119284,索八,neu
119284,斯柯达,neu
119285,起亚,neu
119286,长城,neu
119287,迈腾,neu
119288,卡罗拉,neu
119289,尼桑,neu
119289,齐骏,pos
119290,宝马,neu
119291,昂科威,neu
119292,梅赛德斯-奔驰,neu
119293,英菲尼迪,neu
119293,q5,neu
119293,路虎,neu
119293,雷克萨斯,neu
119293,汉兰达,neu
119294,大众,pos
119295,三菱gt-phev,neu
119296,普桑,pos
119297,起亚k2,pos
119298,长安CS35,neu
119298,长安,neu
119298,长安CS75,neu
119299,途安l,pos
119300,哈弗,pos
119301,五菱宝骏,neu
119302,福克斯,neu
119303,途观,neu
119305,昂科拉,pos
119305,别克,pos
119306,308,neu
119306,朗行,neu
119306,标致,neu
119306,朗逸,neu
119307,凯迪拉克CT6,neu
119309,科鲁兹,pos
119309,雪弗兰,pos
119310,丰田,neu
119310,卡罗拉,neu
119311,捷达,neu
119312,昕锐,pos
119313,本田cb190,neu
119314,凯迪拉克PHEV,neu
119315,斯柯达,neu
119317,捷达,neg
119318,奥迪a4l,neu
119319,雪佛兰spark,neu
119320,polo,neg
119321,途胜,neu
